sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood_before_sleep,sleep_interruptions,sleep_score,sleep_quality
5.1,22.9,4.0,Moderate,10.0,118.0,9,Neutral,No,5.9,Poor
6.2,23.7,5.9,Low,38.0,145.0,3,Happy,No,66.2,Good
7.2,22.6,5.8,Low,49.0,9.0,7,Neutral,No,78.9,Good
5.0,20.1,1.0,High,33.0,140.0,2,Sad,No,19.3,Poor
11.0,2.1,13.1,Low,47.0,15.0,7,Neutral,No,49.0,Average
5.7,23.9,5.6,Low,30.0,135.0,7,Anxious,Yes,0.0,Poor
7.5,3.1,10.6,High,29.0,29.0,5,Neutral,No,49.8,Average
6.1,0.6,6.7,Low,75.0,35.0,4,Happy,Yes,51.5,Average
6.0,21.8,3.8,Moderate,7.0,1.0,3,Anxious,No,37.4,Poor
7.9,0.6,8.5,Low,10.0,79.0,4,Happy,No,54.9,Average
7.3,22.5,5.8,Low,58.0,206.0,4,Sad,No,50.7,Average
7.3,23.5,6.8,Moderate,34.0,46.0,2,Happy,No,82.5,Good
8.2,21.5,5.7,High,9.0,43.0,2,Sad,No,32.9,Poor
7.7,0.3,8.0,Moderate,16.0,115.0,2,Neutral,No,58.6,Average
4.7,3.4,8.1,Moderate,8.0,11.0,4,Happy,No,30.6,Poor
6.5,20.8,3.3,Low,19.0,56.0,4,Sad,Yes,38.2,Poor
5.8,0.1,5.9,Low,43.0,3.0,8,Sad,Yes,31.4,Poor
4.3,21.8,2.1,Low,23.0,55.0,7,Sad,No,29.5,Poor
8.2,22.1,6.3,Low,8.0,192.0,6,Anxious,No,31.9,Poor
5.6,21.0,2.6,Moderate,54.0,25.0,8,Happy,Yes,21.3,Poor
8.8,21.2,6.1,Moderate,4.0,26.0,3,Happy,No,61.6,Average
7.7,0.9,8.6,None,36.0,85.0,8,Anxious,No,54.1,Average
5.6,23.1,4.7,None,20.0,41.0,6,Anxious,Yes,29.4,Poor
7.1,23.2,6.3,Low,9.0,8.0,7,Happy,No,71.6,Good
7.5,0.9,8.3,Low,23.0,116.0,6,Anxious,Yes,30.3,Poor
3.5,23.5,3.0,Low,34.0,95.0,5,Neutral,No,43.3,Average
7.8,20.0,3.8,Low,15.0,7.0,5,Happy,No,72.2,Good
7.3,21.1,4.4,High,31.0,20.0,3,Neutral,No,73.2,Good
6.7,22.8,5.5,Moderate,3.0,29.0,6,Neutral,No,46.7,Average
6.3,23.3,5.6,None,33.0,10.0,7,Happy,Yes,53.2,Average
9.0,22.1,7.1,Low,37.0,56.0,6,Neutral,No,67.5,Good
7.3,0.9,8.2,None,69.0,5.0,4,Neutral,No,85.2,Good
4.5,1.0,5.5,None,1.0,83.0,7,Anxious,No,14.5,Poor
6.5,23.1,5.6,Low,8.0,90.0,7,Happy,No,43.4,Average
5.1,0.0,5.1,Moderate,13.0,25.0,7,Happy,No,31.9,Poor
9.4,0.6,10.0,Low,29.0,115.0,3,Neutral,No,55.6,Average
6.6,0.6,7.2,None,30.0,64.0,4,Neutral,No,59.8,Average
6.5,0.9,7.4,Low,97.0,80.0,9,Neutral,No,48.8,Average
4.9,1.2,6.2,None,8.0,2.0,2,Anxious,No,48.5,Average
6.9,1.6,8.4,High,72.0,27.0,7,Sad,Yes,38.0,Poor
7.4,20.8,4.2,High,13.0,3.0,2,Neutral,No,64.5,Average
10.1,22.7,8.7,High,113.0,18.0,5,Anxious,No,36.4,Poor
7.1,22.8,5.9,Low,2.0,142.0,5,Neutral,No,40.3,Average
9.4,23.8,9.2,Moderate,56.0,174.0,3,Happy,No,62.6,Average
7.7,20.7,4.4,Moderate,44.0,28.0,5,Happy,No,78.4,Good
8.7,0.9,9.6,Low,155.0,26.0,6,Anxious,Yes,54.2,Average
7.2,23.6,6.8,High,27.0,19.0,0,Neutral,Yes,48.7,Average
4.6,1.9,6.6,High,5.0,103.0,3,Neutral,No,18.1,Poor
8.2,22.8,7.0,Moderate,29.0,36.0,4,Anxious,No,53.3,Average
4.1,23.7,3.7,Moderate,42.0,105.0,4,Anxious,Yes,11.3,Poor
9.0,20.6,5.6,Low,4.0,93.0,3,Happy,No,53.8,Average
6.9,2.2,9.1,High,29.0,126.0,3,Neutral,No,30.7,Poor
6.2,1.3,7.5,Moderate,35.0,1.0,1,Anxious,No,61.2,Average
5.9,23.6,5.5,Low,14.0,68.0,7,Happy,Yes,13.8,Poor
6.5,20.7,3.1,High,15.0,119.0,10,Happy,No,9.4,Poor
6.2,0.9,7.1,Moderate,100.0,12.0,7,Sad,Yes,31.2,Poor
5.9,24.0,5.9,None,27.0,4.0,7,Neutral,Yes,38.9,Poor
7.2,2.5,9.7,Moderate,99.0,49.0,5,Anxious,No,57.5,Average
5.2,22.2,3.4,None,36.0,56.0,7,Happy,No,55.3,Average
6.3,23.7,6.0,None,23.0,170.0,7,Neutral,No,47.6,Average
7.1,22.3,5.4,Low,9.0,2.0,5,Happy,No,74.1,Good
6.3,1.8,8.1,Low,20.0,66.0,6,Neutral,Yes,27.1,Poor
6.8,23.9,6.7,High,19.0,73.0,6,Happy,No,47.9,Average
7.4,21.1,4.6,Low,7.0,43.0,2,Anxious,No,50.4,Average
6.9,1.0,7.8,Moderate,19.0,12.0,5,Neutral,No,56.6,Average
9.6,0.7,10.3,Low,80.0,139.0,6,Anxious,Yes,17.2,Poor
5.6,20.9,2.5,Low,13.0,57.0,2,Sad,No,35.9,Poor
6.8,20.9,3.7,Low,6.0,6.0,5,Happy,Yes,38.4,Poor
8.8,22.6,7.4,None,50.0,18.0,5,Anxious,Yes,61.2,Average
6.8,23.0,5.7,Low,20.0,74.0,6,Neutral,No,50.6,Average
7.6,22.3,5.8,None,8.0,34.0,2,Neutral,Yes,55.8,Average
7.0,20.0,3.0,High,22.0,182.0,2,Sad,No,34.2,Poor
7.2,21.0,4.2,None,30.0,16.0,6,Anxious,Yes,54.3,Average
6.7,23.6,6.3,None,76.0,79.0,5,Neutral,Yes,45.4,Average
4.5,23.5,4.1,High,7.0,29.0,1,Neutral,No,36.6,Poor
8.0,1.9,9.9,None,56.0,9.0,1,Anxious,No,86.6,Good
9.3,0.3,9.5,Moderate,16.0,17.0,3,Neutral,No,63.5,Average
6.5,22.3,4.9,Moderate,87.0,36.0,8,Neutral,Yes,27.3,Poor
7.9,23.0,6.8,Low,41.0,20.0,8,Happy,No,84.5,Good
8.8,20.7,5.4,Moderate,54.0,18.0,8,Sad,Yes,41.3,Average
8.5,20.0,4.5,Low,19.0,110.0,4,Happy,No,69.2,Good
6.7,1.7,8.4,Low,3.0,6.0,2,Neutral,No,58.7,Average
9.8,23.6,9.4,Low,11.0,171.0,5,Anxious,No,20.2,Poor
7.0,20.0,3.0,High,7.0,59.0,4,Neutral,No,52.2,Average
6.0,22.6,4.6,Low,28.0,15.0,7,Neutral,No,53.4,Average
7.6,0.2,7.8,High,1.0,31.0,2,Happy,No,56.8,Average
6.5,23.8,6.3,Low,3.0,59.0,6,Sad,Yes,17.9,Poor
7.7,23.8,7.5,High,2.0,15.0,4,Neutral,No,48.8,Average
5.6,22.3,3.9,Low,62.0,55.0,7,Neutral,No,41.7,Average
5.4,23.5,4.9,High,50.0,40.0,0,Happy,No,63.6,Average
6.0,20.7,2.7,High,18.0,19.0,5,Neutral,No,57.4,Average
8.8,1.1,10.0,Low,75.0,10.0,5,Neutral,Yes,65.8,Good
9.1,2.1,11.2,None,35.0,28.0,3,Sad,No,75.0,Good
9.8,4.0,13.8,High,124.0,5.0,6,Happy,No,57.4,Average
8.3,0.4,8.6,Low,5.0,100.0,6,Neutral,No,49.0,Average
7.9,1.2,9.1,Moderate,7.0,77.0,5,Sad,No,35.2,Poor
6.8,21.8,4.6,Low,66.0,32.0,5,Anxious,No,58.6,Average
7.0,0.9,7.9,Low,4.0,84.0,4,Neutral,Yes,21.6,Poor
7.6,23.6,7.2,Moderate,87.0,68.0,2,Happy,Yes,59.9,Average
9.1,22.4,7.5,Moderate,19.0,3.0,7,Sad,No,51.2,Average
8.1,1.2,9.3,None,56.0,43.0,4,Happy,No,86.8,Good
8.9,21.5,6.4,None,15.0,11.0,3,Neutral,No,84.0,Good
6.0,22.8,4.8,None,1.0,150.0,7,Neutral,Yes,26.3,Poor
5.6,1.9,7.5,Moderate,93.0,145.0,0,Anxious,Yes,1.0,Poor
6.5,22.0,4.5,Moderate,18.0,257.0,10,Neutral,No,24.1,Poor
5.3,0.1,5.4,Low,1.0,101.0,0,Neutral,Yes,22.0,Poor
8.2,1.4,9.6,Moderate,180.0,60.0,3,Sad,No,65.2,Good
5.6,0.3,6.0,None,9.0,142.0,3,Happy,Yes,28.9,Poor
6.2,23.1,5.3,Low,9.0,42.0,3,Anxious,No,43.6,Average
8.8,22.1,6.9,Moderate,11.0,51.0,1,Anxious,Yes,22.0,Poor
5.5,1.7,7.2,Moderate,15.0,10.0,4,Anxious,No,13.6,Poor
5.8,21.5,3.3,None,8.0,31.0,9,Sad,Yes,1.5,Poor
7.0,21.1,4.1,Low,30.0,51.0,7,Happy,No,64.1,Average
6.6,21.0,3.6,Moderate,21.0,74.0,0,Neutral,No,50.1,Average
4.3,22.1,2.4,None,147.0,101.0,3,Happy,Yes,40.6,Average
8.7,2.9,11.6,Low,47.0,15.0,5,Neutral,No,80.1,Good
7.2,21.5,4.7,Moderate,10.0,34.0,2,Happy,Yes,43.2,Average
7.2,0.8,8.0,Low,68.0,68.0,2,Neutral,No,81.4,Good
4.5,1.2,5.7,None,36.0,102.0,9,Anxious,Yes,6.8,Poor
6.8,23.7,6.5,None,5.0,30.0,1,Neutral,No,62.6,Average
6.3,23.5,5.7,None,25.0,51.0,3,Sad,Yes,48.9,Average
9.1,22.9,8.0,Low,60.0,21.0,4,Anxious,Yes,45.0,Average
7.9,23.1,7.0,None,88.0,46.0,6,Neutral,No,80.1,Good
7.5,23.8,7.3,High,141.0,4.0,6,Anxious,Yes,44.6,Average
7.1,22.2,5.3,Moderate,15.0,94.0,2,Anxious,Yes,34.4,Poor
9.1,2.8,12.0,Low,152.0,30.0,8,Neutral,No,50.1,Average
7.0,21.4,4.3,None,9.0,11.0,7,Sad,Yes,24.9,Poor
3.9,22.2,2.1,None,39.0,3.0,8,Neutral,Yes,38.0,Poor
7.5,1.1,8.5,High,5.0,4.0,6,Sad,No,44.0,Average
6.8,23.7,6.5,High,20.0,1.0,8,Neutral,Yes,29.8,Poor
6.5,20.0,2.5,High,136.0,21.0,4,Happy,Yes,45.5,Average
7.9,21.3,5.2,Low,3.0,11.0,9,Happy,No,61.1,Average
5.7,20.6,2.2,High,5.0,16.0,4,Anxious,No,10.9,Poor
9.6,23.9,9.5,None,176.0,8.0,5,Sad,No,75.6,Good
7.0,20.0,3.0,Moderate,86.0,206.0,6,Neutral,Yes,40.6,Average
8.3,22.7,7.0,Low,3.0,23.0,2,Neutral,Yes,63.1,Average
6.9,1.9,8.8,None,11.0,9.0,7,Neutral,Yes,27.5,Poor
5.8,23.8,5.6,None,52.0,176.0,3,Happy,No,52.5,Average
8.7,1.1,9.8,Moderate,3.0,17.0,1,Neutral,No,66.4,Good
7.6,21.7,5.3,High,113.0,24.0,4,Anxious,Yes,42.0,Average
6.5,21.6,4.1,Low,3.0,31.0,5,Anxious,No,37.0,Poor
7.6,1.1,8.7,Low,21.0,22.0,8,Neutral,No,69.5,Good
4.6,22.7,3.3,None,67.0,49.0,5,Neutral,No,64.0,Average
6.3,1.4,7.6,Moderate,18.0,245.0,5,Happy,Yes,17.3,Poor
8.2,2.7,10.9,Low,25.0,100.0,7,Happy,No,64.9,Average
6.8,20.8,3.6,High,14.0,227.0,6,Neutral,No,14.3,Poor
6.8,2.7,9.5,Low,73.0,13.0,6,Happy,No,79.4,Good
6.7,21.9,4.6,Moderate,35.0,50.0,3,Neutral,Yes,43.8,Average
7.5,20.0,3.5,High,7.0,12.0,7,Sad,No,33.0,Poor
8.2,21.1,5.3,Low,50.0,21.0,3,Happy,Yes,80.2,Good
6.9,23.7,6.6,Moderate,57.0,93.0,2,Neutral,No,59.3,Average
7.8,21.1,5.0,Moderate,11.0,271.0,4,Neutral,No,33.4,Poor
8.8,21.0,5.9,High,33.0,6.0,3,Neutral,No,75.1,Good
10.2,20.7,7.0,None,1.0,1.0,4,Happy,No,53.4,Average
8.4,1.9,10.3,None,12.0,1.0,9,Neutral,Yes,34.1,Poor
4.7,20.3,1.0,High,15.0,57.0,5,Sad,No,2.4,Poor
6.8,20.0,2.8,None,33.0,40.0,5,Happy,No,81.3,Good
7.3,20.0,3.3,Low,42.0,57.0,4,Neutral,No,80.5,Good
9.0,23.7,8.8,Moderate,6.0,21.0,4,Neutral,No,49.4,Average
7.3,22.1,5.4,Moderate,15.0,16.0,7,Neutral,No,50.6,Average
6.0,22.8,4.9,None,14.0,5.0,5,Happy,No,76.8,Good
6.1,22.7,4.8,Moderate,28.0,19.0,4,Anxious,Yes,26.2,Poor
6.6,1.2,7.8,None,169.0,7.0,6,Anxious,No,66.0,Good
7.3,1.9,9.2,Low,56.0,54.0,8,Neutral,No,64.2,Average
7.3,23.4,6.7,Low,16.0,2.0,4,Neutral,Yes,65.4,Good
5.5,20.0,1.5,Moderate,47.0,55.0,0,Neutral,No,50.2,Average
8.1,23.0,7.1,None,12.0,5.0,6,Neutral,No,72.4,Good
7.7,20.0,3.7,None,24.0,55.0,4,Neutral,No,80.6,Good
8.1,2.1,10.2,High,11.0,42.0,5,Happy,No,52.8,Average
5.0,22.9,3.9,Low,40.0,15.0,2,Happy,Yes,58.0,Average
5.0,23.2,4.2,None,55.0,92.0,5,Anxious,Yes,20.3,Poor
5.9,20.7,2.6,Moderate,7.0,42.0,4,Happy,No,27.1,Poor
6.4,0.8,7.2,Moderate,59.0,10.0,10,Happy,Yes,42.3,Average
5.8,2.0,7.8,Moderate,27.0,14.0,2,Sad,Yes,22.4,Poor
8.8,0.5,9.3,None,2.0,56.0,1,Anxious,No,59.7,Average
6.8,23.5,6.3,High,16.0,20.0,3,Sad,Yes,41.9,Average
6.6,22.4,5.0,Low,30.0,42.0,6,Neutral,Yes,49.0,Average
7.6,23.2,6.8,Moderate,38.0,123.0,5,Neutral,No,49.1,Average
8.1,0.6,8.8,Low,26.0,32.0,2,Anxious,Yes,49.2,Average
7.3,2.9,10.2,High,53.0,27.0,2,Neutral,Yes,52.2,Average
6.8,23.3,6.1,Moderate,32.0,19.0,8,Anxious,Yes,34.4,Poor
3.9,22.1,2.0,Moderate,7.0,17.0,4,Neutral,No,35.1,Poor
7.0,21.4,4.4,Low,180.0,71.0,4,Anxious,No,56.3,Average
6.7,21.6,4.3,None,19.0,20.0,1,Sad,No,79.2,Good
5.8,21.0,2.8,Moderate,5.0,48.0,3,Sad,No,16.4,Poor
5.3,22.2,3.5,Low,8.0,28.0,8,Happy,No,43.3,Average
7.1,21.9,5.0,None,8.0,30.0,4,Happy,No,83.3,Good
5.7,23.8,5.5,Moderate,3.0,291.0,4,Neutral,No,17.0,Poor
5.2,23.1,4.3,High,142.0,66.0,8,Happy,No,22.7,Poor
6.5,23.9,6.4,Low,22.0,258.0,8,Neutral,Yes,25.7,Poor
6.7,0.1,6.7,None,31.0,1.0,4,Neutral,Yes,57.9,Average
6.8,0.3,7.0,Moderate,6.0,52.0,4,Sad,Yes,17.6,Poor
5.9,20.8,2.7,Moderate,4.0,56.0,2,Neutral,No,32.4,Poor
8.5,1.8,10.3,Moderate,33.0,45.0,1,Neutral,No,78.5,Good
8.2,20.9,5.1,Moderate,81.0,29.0,2,Sad,Yes,57.0,Average
4.4,23.3,3.7,Low,1.0,47.0,7,Happy,No,38.3,Poor
6.2,23.6,5.9,Moderate,11.0,14.0,6,Anxious,No,39.4,Poor
5.1,20.0,1.1,Moderate,3.0,2.0,0,Neutral,No,45.7,Average
3.3,21.2,0.5,Low,17.0,103.0,0,Neutral,No,44.5,Average
7.4,21.7,5.1,None,3.0,9.0,6,Neutral,No,64.1,Average
6.0,23.1,5.1,Moderate,86.0,51.0,1,Neutral,Yes,33.7,Poor
5.6,1.2,6.9,Low,45.0,100.0,6,Sad,No,35.4,Poor
5.2,22.3,3.5,High,8.0,71.0,4,Neutral,Yes,0.0,Poor
5.5,2.3,7.8,Low,47.0,0.0,3,Sad,Yes,39.6,Poor
6.0,21.8,3.8,Moderate,15.0,108.0,9,Neutral,Yes,0.0,Poor
8.8,21.8,6.6,Moderate,12.0,86.0,3,Happy,No,62.0,Average
7.2,2.1,9.3,None,89.0,61.0,1,Sad,No,75.9,Good
9.0,22.9,8.0,None,45.0,57.0,5,Anxious,No,55.7,Average
8.3,20.0,4.3,High,45.0,9.0,2,Happy,No,77.0,Good
6.5,0.7,7.3,None,38.0,48.0,4,Happy,Yes,66.4,Good
7.1,23.9,7.1,High,3.0,140.0,3,Sad,No,29.3,Poor
4.3,20.0,0.3,Moderate,9.0,24.0,6,Happy,Yes,15.6,Poor
8.1,22.4,6.6,Low,48.0,66.0,5,Neutral,Yes,53.8,Average
7.3,23.3,6.6,None,7.0,28.0,4,Happy,Yes,61.3,Average
6.4,2.7,9.1,Low,73.0,14.0,7,Happy,No,64.4,Average
7.4,20.7,4.1,Low,35.0,164.0,8,Neutral,No,54.5,Average
6.1,0.3,6.5,High,19.0,12.0,0,Sad,No,58.5,Average
6.4,20.2,2.6,None,27.0,96.0,3,Anxious,No,43.7,Average
7.7,21.6,5.3,High,109.0,32.0,3,Anxious,No,63.7,Average
6.0,22.6,4.6,Moderate,42.0,3.0,5,Anxious,Yes,11.7,Poor
4.6,23.9,4.6,None,31.0,21.0,6,Happy,Yes,36.0,Poor
7.2,22.9,6.1,High,5.0,57.0,2,Happy,No,58.6,Average
6.5,22.6,5.2,Low,7.0,28.0,2,Neutral,No,69.2,Good
6.1,23.3,5.4,Low,67.0,51.0,2,Happy,No,81.1,Good
4.7,0.0,4.7,Low,19.0,126.0,5,Neutral,Yes,19.1,Poor
4.8,21.7,2.4,Low,14.0,193.0,4,Neutral,No,27.8,Poor
7.5,22.8,6.3,High,38.0,75.0,1,Neutral,Yes,50.0,Average
9.3,21.0,6.2,Moderate,28.0,14.0,7,Anxious,No,41.3,Average
6.6,21.3,4.0,Moderate,13.0,184.0,3,Sad,No,21.7,Poor
8.6,1.9,10.5,High,76.0,1.0,4,Happy,Yes,66.0,Good
7.8,23.0,6.8,High,77.0,48.0,6,Anxious,Yes,37.0,Poor
9.3,22.8,8.1,High,2.0,42.0,1,Happy,No,55.5,Average
5.7,20.0,1.7,Moderate,26.0,60.0,0,Neutral,No,49.7,Average
8.9,21.4,6.3,None,29.0,3.0,7,Happy,Yes,69.5,Good
7.4,20.0,3.4,None,9.0,129.0,0,Neutral,No,63.7,Average
9.5,22.2,7.7,Low,127.0,134.0,3,Anxious,Yes,19.7,Poor
8.1,0.1,8.2,High,9.0,42.0,8,Anxious,Yes,3.6,Poor
7.1,23.0,6.0,Low,3.0,152.0,1,Anxious,No,43.5,Average
5.8,22.1,3.9,High,4.0,29.0,5,Sad,No,18.6,Poor
6.8,23.5,6.3,High,0.0,70.0,6,Anxious,Yes,0.0,Poor
9.0,23.7,8.7,Moderate,7.0,192.0,6,Anxious,No,12.7,Poor
8.6,21.9,6.5,Low,107.0,68.0,5,Happy,Yes,54.3,Average
5.7,20.0,1.7,None,16.0,33.0,2,Happy,No,69.4,Good
8.6,20.9,5.5,High,20.0,61.0,6,Anxious,No,34.2,Poor
7.5,23.2,6.7,Low,26.0,158.0,5,Anxious,No,42.6,Average
6.1,2.2,8.4,None,56.0,20.0,7,Anxious,No,66.1,Good
8.2,23.3,7.5,High,39.0,31.0,5,Happy,No,71.6,Good
7.8,21.0,4.8,Low,64.0,173.0,7,Happy,No,65.2,Good
5.1,22.1,3.2,None,15.0,11.0,3,Anxious,No,41.1,Average
6.0,22.0,4.0,Moderate,8.0,89.0,2,Neutral,No,38.5,Poor
5.7,22.3,3.9,Low,20.0,52.0,5,Neutral,No,47.0,Average
7.1,0.2,7.3,None,4.0,1.0,3,Neutral,No,71.3,Good
7.6,21.5,5.1,High,19.0,64.0,2,Anxious,Yes,23.6,Poor
7.5,20.5,4.0,Moderate,101.0,57.0,3,Sad,Yes,42.2,Average
7.2,20.5,3.7,None,31.0,47.0,2,Neutral,Yes,67.3,Good
9.7,0.8,10.5,Low,27.0,34.0,6,Anxious,Yes,31.4,Poor
4.5,1.4,5.9,None,22.0,6.0,3,Happy,Yes,49.0,Average
6.4,20.0,2.4,Low,3.0,50.0,7,Anxious,No,30.6,Poor
11.4,23.0,10.4,High,61.0,42.0,6,Neutral,No,35.9,Poor
5.6,0.9,6.5,None,7.0,157.0,6,Neutral,Yes,5.5,Poor
5.5,2.2,7.7,High,140.0,92.0,0,Neutral,Yes,16.9,Poor
6.5,1.1,7.6,Moderate,2.0,34.0,3,Happy,No,56.1,Average
5.2,20.5,1.7,Low,7.0,52.0,8,Sad,No,12.3,Poor
6.0,1.4,7.3,None,3.0,26.0,2,Happy,No,52.3,Average
7.9,22.0,5.9,Moderate,112.0,1.0,9,Anxious,No,49.2,Average
7.5,23.8,7.4,Low,44.0,23.0,2,Sad,No,86.4,Good
7.3,21.0,4.3,High,9.0,49.0,3,Anxious,No,32.7,Poor
5.5,21.3,2.8,Low,28.0,0.0,5,Happy,No,64.4,Average
7.1,0.6,7.6,Moderate,8.0,46.0,2,Neutral,No,59.0,Average
7.0,22.9,5.9,None,13.0,37.0,6,Neutral,No,63.4,Average
8.5,22.2,6.7,Low,29.0,69.0,4,Neutral,No,66.5,Good
4.2,22.5,2.7,None,14.0,195.0,4,Neutral,No,33.6,Poor
7.9,1.2,9.1,Low,13.0,30.0,6,Anxious,Yes,26.8,Poor
4.3,0.2,4.5,Low,27.0,13.0,9,Neutral,No,40.7,Average
5.4,23.5,5.0,Low,17.0,26.0,2,Neutral,No,59.8,Average
6.8,0.8,7.7,None,67.0,17.0,8,Neutral,No,71.0,Good
7.1,20.0,3.1,None,51.0,5.0,5,Sad,No,75.4,Good
5.2,23.4,4.6,None,35.0,11.0,6,Neutral,Yes,38.0,Poor
6.1,21.3,3.4,Moderate,0.0,266.0,4,Neutral,No,22.1,Poor
8.2,21.4,5.6,None,7.0,110.0,5,Happy,Yes,43.7,Average
7.8,21.3,5.1,Moderate,41.0,122.0,3,Neutral,No,52.0,Average
7.3,20.0,3.3,Low,17.0,193.0,0,Sad,No,52.2,Average
7.5,22.2,5.7,High,49.0,15.0,5,Neutral,No,71.5,Good
7.7,22.0,5.7,Low,78.0,11.0,8,Anxious,Yes,41.0,Average
8.1,23.6,7.8,Moderate,30.0,45.0,8,Happy,No,62.5,Average
5.8,23.8,5.6,None,22.0,2.0,2,Sad,No,61.6,Average
7.2,22.6,5.7,Moderate,167.0,45.0,4,Happy,No,79.5,Good
6.4,21.1,3.5,High,44.0,28.0,0,Happy,No,79.8,Good
5.5,0.9,6.4,High,2.0,8.0,6,Neutral,No,14.6,Poor
8.0,22.7,6.8,None,48.0,79.0,4,Neutral,No,78.7,Good
6.1,21.9,4.0,High,10.0,8.0,1,Neutral,No,55.9,Average
5.8,21.6,3.4,Low,86.0,31.0,5,Neutral,No,44.6,Average
7.7,0.4,8.1,High,13.0,38.0,6,Happy,No,42.6,Average
9.1,0.3,9.3,Low,69.0,6.0,10,Neutral,No,58.2,Average
5.1,1.3,6.5,Low,50.0,6.0,3,Happy,No,78.6,Good
4.9,4.0,8.9,High,9.0,37.0,0,Anxious,Yes,5.4,Poor
6.0,0.3,6.2,Moderate,23.0,208.0,7,Happy,Yes,2.0,Poor
6.3,22.7,5.1,Low,89.0,127.0,1,Neutral,No,56.1,Average
6.4,0.9,7.4,Moderate,6.0,29.0,4,Happy,No,56.8,Average
5.8,23.0,4.7,None,24.0,82.0,4,Neutral,Yes,26.3,Poor
8.2,22.7,6.9,Low,32.0,36.0,3,Neutral,Yes,64.5,Average
7.6,23.3,6.9,Moderate,38.0,113.0,2,Neutral,No,79.4,Good
10.3,3.0,13.3,Moderate,29.0,62.0,4,Sad,No,21.1,Poor
4.6,20.5,1.1,Low,0.0,49.0,4,Anxious,No,20.9,Poor
7.9,22.5,6.4,High,41.0,38.0,1,Neutral,Yes,52.2,Average
7.1,23.4,6.5,Low,16.0,132.0,6,Neutral,No,55.4,Average
9.2,21.8,7.1,High,7.0,51.0,5,Happy,No,40.7,Average
6.0,1.0,7.0,High,35.0,5.0,6,Happy,Yes,47.4,Average
3.0,20.8,23.8,None,4.0,49.0,4,Anxious,No,27.3,Poor
6.4,22.9,5.3,Low,7.0,14.0,5,Sad,Yes,28.0,Poor
5.8,21.9,3.7,High,9.0,177.0,6,Anxious,No,0.0,Poor
5.1,22.3,3.4,Moderate,110.0,93.0,2,Happy,No,51.7,Average
6.4,21.3,3.7,Moderate,3.0,64.0,6,Happy,Yes,21.9,Poor
6.7,22.1,4.8,None,10.0,16.0,4,Neutral,Yes,48.9,Average
6.5,23.4,5.9,High,23.0,3.0,4,Sad,No,44.5,Average
5.9,22.7,4.7,Moderate,29.0,101.0,6,Anxious,No,19.8,Poor
9.1,21.3,6.4,None,42.0,300.0,5,Neutral,Yes,34.3,Poor
6.3,24.0,6.2,Low,47.0,71.0,5,Happy,No,66.7,Good
8.3,22.3,6.6,None,58.0,135.0,5,Anxious,No,56.8,Average
4.7,23.7,4.4,Moderate,12.0,8.0,3,Happy,Yes,21.5,Poor
5.7,22.9,4.6,None,23.0,63.0,2,Happy,Yes,41.5,Average
4.8,23.8,4.7,None,24.0,5.0,6,Neutral,No,51.8,Average
7.6,21.5,5.1,Moderate,62.0,37.0,5,Happy,No,71.7,Good
5.4,23.5,4.9,Low,42.0,37.0,4,Happy,Yes,43.5,Average
6.6,20.8,3.3,High,71.0,5.0,3,Neutral,No,56.9,Average
8.0,2.0,10.0,Moderate,45.0,66.0,4,Happy,No,65.5,Good
8.5,23.7,8.2,None,75.0,31.0,1,Neutral,Yes,75.1,Good
3.0,1.2,4.2,Low,37.0,7.0,1,Anxious,No,59.0,Average
6.3,0.5,6.8,Moderate,94.0,48.0,7,Neutral,Yes,32.3,Poor
8.6,0.1,8.8,High,25.0,28.0,5,Happy,No,66.6,Good
7.4,22.8,6.2,Moderate,77.0,38.0,2,Anxious,No,69.6,Good
6.1,20.0,2.1,None,29.0,12.0,3,Happy,No,86.6,Good
7.1,22.1,5.1,Moderate,7.0,68.0,5,Neutral,No,40.4,Average
6.9,22.1,5.0,None,10.0,150.0,4,Neutral,No,43.8,Average
9.5,0.5,10.1,Low,15.0,19.0,2,Anxious,Yes,49.3,Average
7.2,23.8,7.0,Moderate,8.0,47.0,8,Anxious,No,26.4,Poor
6.7,23.3,6.0,Low,65.0,18.0,4,Anxious,No,61.8,Average
6.2,22.6,4.9,High,69.0,33.0,2,Neutral,No,61.0,Average
7.4,23.8,7.2,High,23.0,94.0,3,Neutral,No,53.3,Average
8.2,23.6,7.9,High,11.0,14.0,3,Happy,No,61.9,Average
5.7,1.5,7.2,Low,9.0,53.0,1,Sad,Yes,15.1,Poor
6.6,23.8,6.3,Low,30.0,88.0,6,Neutral,No,45.7,Average
6.1,0.8,6.9,None,7.0,145.0,4,Sad,No,42.0,Average
7.8,23.0,6.8,Low,24.0,104.0,3,Anxious,No,60.1,Average
9.4,20.4,5.8,Low,74.0,200.0,4,Sad,Yes,27.0,Poor
7.8,20.4,4.2,Low,6.0,60.0,4,Happy,Yes,41.4,Average
6.1,22.8,4.9,Low,21.0,83.0,3,Happy,No,67.6,Good
7.7,23.6,7.3,Low,42.0,76.0,4,Anxious,No,63.2,Average
5.6,23.7,5.4,Low,13.0,92.0,7,Neutral,Yes,10.2,Poor
7.3,23.1,6.4,Low,12.0,23.0,1,Happy,No,83.5,Good
